ID,Mã Tài Sản (Asset Tag),Mã SpeedMaint,Tên Thiết Bị Y Tế,Model,Số Serial (S/N),Khoa / Phòng Ban,Mã Khoa,Nhóm Chuyên Khoa,Mức Rủi Ro (NĐ98),Hãng Sản Xuất,Xuất Xứ,Năm Sản Xuất,Trạng Thái Vận Hành,Ngày Đưa Vào SD,Ngày Kiểm Định,Hạn Kiểm Định,Số Giấy Chứng Nhận,Số Tem KĐ,Ghi Chú
619,BVQ7-TTB-00619,BM/BVQ7/00619,Tủ an toàn sinh học,N/A,GEN-5489306300568874499,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
620,BVQ7-TTB-00620,BM/BVQ7/00620,Nhiệt ẩm kế tự ghi,N/A,GEN-7540486091476907682,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
621,BVQ7-TTB-00621,BM/BVQ7/00621,Nhiệt kế y tế,N/A,GEN-3042254087782669670,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
622,BVQ7-TTB-00622,BM/BVQ7/00622,Pipet,N/A,GEN-6051288051834464741,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
623,BVQ7-TTB-00623,BM/BVQ7/00623,Tủ lạnh bảo quản mẫu y tế,N/A,GEN-334761002539534280,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
624,BVQ7-TTB-00624,BM/BVQ7/00624,Buồng đo thính lực,N/A,GEN-8901915789136171972,Khoa Tai Mũi Họng,TMH,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
625,BVQ7-TTB-00625,BM/BVQ7/00625,Dao mổ điện cao tần,ZEUS-150,GEN-8558198311946254099,Khoa Phẫu Thuật - GMHS / Phòng Mổ,GMHS,Thiết bị y tế khác,Mức C,,,,IN_SERVICE,,,,,,
628,BVQ7-TTB-00628,BM/BVQ7/00628,HĐ 01104.25 MS 03537.25,N/A,GEN-1616189941950302891,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
629,BVQ7-TTB-00629,BM/BVQ7/00629,Máy thận nhân tạo,4008 S,GEN-1566126582044608815,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thận nhân tạo & Lọc máu,Mức C,,,,IN_SERVICE,,,,,,
630,BVQ7-TTB-00630,BM/BVQ7/00630,Máy thở vận chuyển bệnh nhân,Astral 150,GEN-8709397975413760588,Khoa Cấp Cứu - Hồi Sức Tích Cực,ICU,Thiết bị y tế khác,Mức D,,,,IN_SERVICE,,,,,,
631,BVQ7-TTB-00631,BM/BVQ7/00631,Máy thở chuyên dụng,Astral 150,GEN-3421888421846127222,Khoa Cấp Cứu - Hồi Sức Tích Cực,ICU,Máy thở & Hô hấp,Mức D,,,,IN_SERVICE,,,,,,
632,BVQ7-TTB-00632,BM/BVQ7/00632,Nồi hấp tiệt trùng,N/A,GEN-6776317717823179880,Trung Tâm Tiệt Trùng & KSNK (CSSD),CSSD,Thiết bị tiệt trùng & khử khuẩn,Mức B,,,,IN_SERVICE,,,,,,
633,BVQ7-TTB-00633,BM/BVQ7/00633,Nồi hấp tiệt trùng,N/A,GEN-8151756855317748994,Trung Tâm Tiệt Trùng & KSNK (CSSD),CSSD,Thiết bị y tế khác,Mức B,,,,IN_SERVICE,,,,,,
634,BVQ7-TTB-00634,BM/BVQ7/00634,Nồi hấp tiệt trùng,N/A,GEN-5667596072952400179,Trung Tâm Tiệt Trùng & KSNK (CSSD),CSSD,Thiết bị y tế khác,Mức B,,,,IN_SERVICE,,,,,,
635,BVQ7-TTB-00635,BM/BVQ7/00635,Kết quả dịch bù HDF Online,N/A,GEN-2525000215187350194,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
636,BVQ7-TTB-00636,BM/BVQ7/00636,Nội độc tố nước đầu vào TNT,N/A,GEN-3180434319430583758,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
637,BVQ7-TTB-00637,BM/BVQ7/00637,kết quả xét nghiệm vinh sinh và Ion đồ của hệ thống máy AquaB Plus,N/A,GEN-7688404092447631820,Khoa Xét Nghiệm Y Học,XN,Thiết bị xét nghiệm & lab,Mức A,,,,IN_SERVICE,,,,,,
638,BVQ7-TTB-00638,BM/BVQ7/00638,Máy chụp X-Quang kỹ thuật số,PRODIGY,GEN-3225596692137430333,Khoa Chẩn Đoán Hình Ảnh,CDHA,Thiết bị y tế khác,Mức C,,,,IN_SERVICE,,,,,,
639,BVQ7-TTB-00639,BM/BVQ7/00639,Máy chụp X-Quang kỹ thuật số,PRODIGY,GEN-4271871458220640236,Khoa Chẩn Đoán Hình Ảnh,CDHA,Thiết bị y tế khác,Mức C,,,,IN_SERVICE,,,,,,
640,BVQ7-TTB-00640,BM/BVQ7/00640,Máy chụp X-Quang kỹ thuật số,V080,GEN-2896875821211874850,Khoa Chẩn Đoán Hình Ảnh,CDHA,Thiết bị y tế khác,Mức C,,,,IN_SERVICE,,,,,,
641,BVQ7-TTB-00641,BM/BVQ7/00641,Máy điện tim (ECG),N/A,GEN-5687438505213638015,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Theo dõi bệnh nhân & Điện tim,Mức B,,,,IN_SERVICE,,,,,,
642,BVQ7-TTB-00642,BM/BVQ7/00642,RO máy rửa quả lọc TNT,N/A,GEN-5559683663191426522,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thận nhân tạo & Lọc máu,Mức A,,,,IN_SERVICE,,,,,,
643,BVQ7-TTB-00643,BM/BVQ7/00643,RO máy thận TNT,N/A,GEN-2766460654781136179,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thận nhân tạo & Lọc máu,Mức A,,,,IN_SERVICE,,,,,,
644,BVQ7-TTB-00644,BM/BVQ7/00644,Scan kiểm xạ xq,N/A,GEN-6836913583392252444,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
645,BVQ7-TTB-00645,BM/BVQ7/00645,Nghiệm Thu - xác nhận khối lượng CV,N/A,GEN-8241733465116722753,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
646,BVQ7-TTB-00646,BM/BVQ7/00646,BBKX hien truong,N/A,GEN-2276642674932022292,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
649,BVQ7-TTB-00649,BM/BVQ7/00649,BB kiểm xạ Tâm Anh Q7 (lần 2) 06.09.2024 - ko đạt,N/A,GEN-2520713112953263715,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
650,BVQ7-TTB-00650,BM/BVQ7/00650,Máy ly tâm phòng xét nghiệm,N/A,GEN-6735339791991619689,Khoa Xét Nghiệm Y Học,XN,Thiết bị xét nghiệm & lab,Mức B,,,,IN_SERVICE,,,,,,
651,BVQ7-TTB-00651,BM/BVQ7/00651,Máy điện tim (ECG),N/A,GEN-1924929208612467845,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Theo dõi bệnh nhân & Điện tim,Mức B,,,,IN_SERVICE,,,,,,
652,BVQ7-TTB-00652,BM/BVQ7/00652,Máy theo dõi bệnh nhân (Monitor),B125,GEN-8799805692173300536,Khoa Cấp Cứu - Hồi Sức Tích Cực,ICU,Theo dõi bệnh nhân & Điện tim,Mức B,,,,IN_SERVICE,,,,,,
653,BVQ7-TTB-00653,BM/BVQ7/00653,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-5171110963471084626,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
654,BVQ7-TTB-00654,BM/BVQ7/00654,Cân sức khỏe y tế,N/A,GEN-9012529706606683899,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
655,BVQ7-TTB-00655,BM/BVQ7/00655,Nhiệt ẩm kế tự ghi,N/A,GEN-8505998401478175024,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
656,BVQ7-TTB-00656,BM/BVQ7/00656,Nhiệt ẩm kế tự ghi,N/A,GEN-1799783865672547566,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
657,BVQ7-TTB-00657,BM/BVQ7/00657,Máy điện tim (ECG),N/A,GEN-4703412670009106440,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Theo dõi bệnh nhân & Điện tim,Mức B,,,,IN_SERVICE,,,,,,
658,BVQ7-TTB-00658,BM/BVQ7/00658,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-4682140858845770862,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
659,BVQ7-TTB-00659,BM/BVQ7/00659,bể ổn nhiệt T10,N/A,GEN-2993795692486375925,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
660,BVQ7-TTB-00660,BM/BVQ7/00660,Máy ly tâm phòng xét nghiệm,N/A,GEN-4749476390400631945,Khoa Xét Nghiệm Y Học,XN,Thiết bị xét nghiệm & lab,Mức B,,,,IN_SERVICE,,,,,,
661,BVQ7-TTB-00661,BM/BVQ7/00661,Nồi hấp tiệt trùng,N/A,GEN-4910651387835947161,Trung Tâm Tiệt Trùng & KSNK (CSSD),CSSD,Thiết bị tiệt trùng & khử khuẩn,Mức B,,,,IN_SERVICE,,,,,,
662,BVQ7-TTB-00662,BM/BVQ7/00662,Nồi hấp tiệt trùng,N/A,GEN-2854302568081032620,Trung Tâm Tiệt Trùng & KSNK (CSSD),CSSD,Thiết bị tiệt trùng & khử khuẩn,Mức B,,,,IN_SERVICE,,,,,,
663,BVQ7-TTB-00663,BM/BVQ7/00663,pipet T10,N/A,GEN-7667564403175904424,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
664,BVQ7-TTB-00664,BM/BVQ7/00664,Nhiệt ẩm kế tự ghi,N/A,GEN-895907033129079869,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
665,BVQ7-TTB-00665,BM/BVQ7/00665,Nhiệt ẩm kế tự ghi,N/A,GEN-8220894003148897040,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
666,BVQ7-TTB-00666,BM/BVQ7/00666,Nhiệt ẩm kế tự ghi,N/A,GEN-924424084171231318,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
667,BVQ7-TTB-00667,BM/BVQ7/00667,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-8942061018014790451,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
668,BVQ7-TTB-00668,BM/BVQ7/00668,Kết quả đo độ rung và tiếng ồn,N/A,GEN-2768119190617074597,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
669,BVQ7-TTB-00669,BM/BVQ7/00669,Máy phá rung tim,N/A,GEN-5949959868454200435,Khoa Cấp Cứu - Hồi Sức Tích Cực,ICU,Cấp cứu & Máy phá rung tim,Mức D,,,,IN_SERVICE,,,,,,
670,BVQ7-TTB-00670,BM/BVQ7/00670,Nhiệt kế điện tử y tế,N/A,GEN-2930645431542904439,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
671,BVQ7-TTB-00671,BM/BVQ7/00671,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-1503184713603928923,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
672,BVQ7-TTB-00672,BM/BVQ7/00672,Nhiệt kế điện tử y tế,N/A,GEN-5432334931413522994,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
673,BVQ7-TTB-00673,BM/BVQ7/00673,Nhiệt kế điện tử y tế,N/A,GEN-1509709225359553635,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
674,BVQ7-TTB-00674,BM/BVQ7/00674,Nhiệt kế điện tử y tế,N/A,GEN-4734268819882460032,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
675,BVQ7-TTB-00675,BM/BVQ7/00675,Nhiệt kế điện tử y tế,N/A,GEN-2407825738353849573,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
676,BVQ7-TTB-00676,BM/BVQ7/00676,Nhiệt kế điện tử y tế,N/A,GEN-8425397495570450989,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
677,BVQ7-TTB-00677,BM/BVQ7/00677,Nhiệt kế điện tử y tế,N/A,GEN-6756898070234543264,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
678,BVQ7-TTB-00678,BM/BVQ7/00678,Nhiệt kế điện tử y tế,N/A,GEN-6513453540129822347,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
679,BVQ7-TTB-00679,BM/BVQ7/00679,Nhiệt kế điện tử y tế,N/A,GEN-3150181942349808664,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
680,BVQ7-TTB-00680,BM/BVQ7/00680,Nhiệt kế điện tử y tế,N/A,GEN-6539707659435124471,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
681,BVQ7-TTB-00681,BM/BVQ7/00681,Nhiệt kế điện tử y tế,N/A,GEN-2505260183742992243,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
682,BVQ7-TTB-00682,BM/BVQ7/00682,Nhiệt kế điện tử y tế,N/A,GEN-551727994193694984,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
683,BVQ7-TTB-00683,BM/BVQ7/00683,Nhiệt kế điện tử y tế,N/A,GEN-1785388223527037512,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
684,BVQ7-TTB-00684,BM/BVQ7/00684,Nhiệt kế điện tử y tế,N/A,GEN-3587168558068531328,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
685,BVQ7-TTB-00685,BM/BVQ7/00685,Nhiệt kế điện tử y tế,N/A,GEN-6353054614524381519,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
686,BVQ7-TTB-00686,BM/BVQ7/00686,Nhiệt kế điện tử y tế,N/A,GEN-5566531311091443926,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
687,BVQ7-TTB-00687,BM/BVQ7/00687,Nhiệt kế điện tử y tế,N/A,GEN-1203414587191665053,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
688,BVQ7-TTB-00688,BM/BVQ7/00688,Nhiệt kế điện tử y tế,N/A,GEN-160715040222451622,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
689,BVQ7-TTB-00689,BM/BVQ7/00689,Nhiệt kế điện tử y tế,N/A,GEN-812286154636345992,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
690,BVQ7-TTB-00690,BM/BVQ7/00690,Nhiệt kế điện tử y tế,N/A,GEN-1357451737203877860,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
691,BVQ7-TTB-00691,BM/BVQ7/00691,Nhiệt kế điện tử y tế,N/A,GEN-5343885960709138571,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
692,BVQ7-TTB-00692,BM/BVQ7/00692,Nhiệt kế điện tử y tế,N/A,GEN-3490405135783105595,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
693,BVQ7-TTB-00693,BM/BVQ7/00693,Nhiệt kế điện tử y tế,N/A,GEN-3734747548352527183,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
694,BVQ7-TTB-00694,BM/BVQ7/00694,Nhiệt kế điện tử y tế,N/A,GEN-7361177628818531556,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
695,BVQ7-TTB-00695,BM/BVQ7/00695,Nhiệt kế điện tử y tế,N/A,GEN-4514530947253858349,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
696,BVQ7-TTB-00696,BM/BVQ7/00696,Nhiệt kế điện tử y tế,N/A,GEN-3196517234564654090,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
697,BVQ7-TTB-00697,BM/BVQ7/00697,Nhiệt kế điện tử y tế,N/A,GEN-7521443228296925720,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
698,BVQ7-TTB-00698,BM/BVQ7/00698,Nhiệt kế điện tử y tế,N/A,GEN-7105195892253874292,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
699,BVQ7-TTB-00699,BM/BVQ7/00699,Nhiệt kế điện tử y tế,N/A,GEN-9181244831703144288,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
700,BVQ7-TTB-00700,BM/BVQ7/00700,Nhiệt kế điện tử y tế,N/A,GEN-6339046547406731728,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
701,BVQ7-TTB-00701,BM/BVQ7/00701,Nhiệt kế điện tử y tế,N/A,GEN-2300905734596646281,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
702,BVQ7-TTB-00702,BM/BVQ7/00702,Nhiệt kế điện tử y tế,N/A,GEN-1745414244143024790,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
703,BVQ7-TTB-00703,BM/BVQ7/00703,Nhiệt kế điện tử y tế,N/A,GEN-7432143685866735188,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
704,BVQ7-TTB-00704,BM/BVQ7/00704,Nhiệt kế điện tử y tế,N/A,GEN-6520520301121079884,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
705,BVQ7-TTB-00705,BM/BVQ7/00705,Nhiệt kế điện tử y tế,N/A,GEN-3969856342484397543,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
706,BVQ7-TTB-00706,BM/BVQ7/00706,Nhiệt kế điện tử y tế,N/A,GEN-7596468117909628509,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
707,BVQ7-TTB-00707,BM/BVQ7/00707,Nhiệt kế điện tử y tế,N/A,GEN-3030677183793677277,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
708,BVQ7-TTB-00708,BM/BVQ7/00708,Nhiệt kế điện tử y tế,N/A,GEN-6274963183590128033,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
709,BVQ7-TTB-00709,BM/BVQ7/00709,Nhiệt kế điện tử y tế,N/A,GEN-7226391521569243293,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
710,BVQ7-TTB-00710,BM/BVQ7/00710,Nhiệt kế điện tử y tế,N/A,GEN-1471192860216474524,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
711,BVQ7-TTB-00711,BM/BVQ7/00711,Nhiệt kế điện tử y tế,N/A,GEN-6353579139257321628,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
712,BVQ7-TTB-00712,BM/BVQ7/00712,Nhiệt kế điện tử y tế,N/A,GEN-3644489961596190094,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
713,BVQ7-TTB-00713,BM/BVQ7/00713,Nhiệt kế điện tử y tế,N/A,GEN-7540162825387637966,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
714,BVQ7-TTB-00714,BM/BVQ7/00714,Nhiệt kế điện tử y tế,N/A,GEN-8707287006302972518,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
715,BVQ7-TTB-00715,BM/BVQ7/00715,Nhiệt kế điện tử y tế,N/A,GEN-3581220639735981820,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
716,BVQ7-TTB-00716,BM/BVQ7/00716,Nhiệt kế điện tử y tế,N/A,GEN-1446038193500407201,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
717,BVQ7-TTB-00717,BM/BVQ7/00717,Nhiệt kế điện tử y tế,N/A,GEN-9151877749348360689,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
718,BVQ7-TTB-00718,BM/BVQ7/00718,Nhiệt kế điện tử y tế,N/A,GEN-1504184207710808174,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
719,BVQ7-TTB-00719,BM/BVQ7/00719,Nhiệt kế điện tử y tế,N/A,GEN-3737158709951620803,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
720,BVQ7-TTB-00720,BM/BVQ7/00720,Nhiệt kế điện tử y tế,N/A,GEN-8024648896269050261,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
721,BVQ7-TTB-00721,BM/BVQ7/00721,Nhiệt kế điện tử y tế,N/A,GEN-9212966211419198164,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
722,BVQ7-TTB-00722,BM/BVQ7/00722,Nhiệt kế điện tử y tế,N/A,GEN-585442262338527304,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
723,BVQ7-TTB-00723,BM/BVQ7/00723,Nhiệt kế điện tử y tế,N/A,GEN-6238044992572057947,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
724,BVQ7-TTB-00724,BM/BVQ7/00724,Nhiệt kế điện tử y tế,N/A,GEN-4344238252820004883,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
725,BVQ7-TTB-00725,BM/BVQ7/00725,Nhiệt kế điện tử y tế,N/A,GEN-218457234625800235,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
726,BVQ7-TTB-00726,BM/BVQ7/00726,Nhiệt kế điện tử y tế,N/A,GEN-478993305313742411,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
727,BVQ7-TTB-00727,BM/BVQ7/00727,Nhiệt kế điện tử y tế,N/A,GEN-1856097184460134233,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
728,BVQ7-TTB-00728,BM/BVQ7/00728,Nhiệt kế điện tử y tế,N/A,GEN-6463308355876865127,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
729,BVQ7-TTB-00729,BM/BVQ7/00729,Nhiệt kế điện tử y tế,N/A,GEN-2243613144484090576,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
730,BVQ7-TTB-00730,BM/BVQ7/00730,Nhiệt kế điện tử y tế,N/A,GEN-5466972335114378865,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
731,BVQ7-TTB-00731,BM/BVQ7/00731,Nhiệt kế điện tử y tế,N/A,GEN-7873051010712012336,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
732,BVQ7-TTB-00732,BM/BVQ7/00732,Nhiệt kế điện tử y tế,N/A,GEN-5939162603765908431,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
733,BVQ7-TTB-00733,BM/BVQ7/00733,Nhiệt kế điện tử y tế,N/A,GEN-7908956416950907576,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
